EmployeeNumber,Age,Gender,Department,JobRole,DistanceFromHome,MonthlyIncome,Education,EnvironmentSatisfaction,JobInvolvement,JobSatisfaction,PerformanceRating,RelationshipSatisfaction,WorkLifeBalance,Attrition,OverTime,MaritalStatus,BusinessTravel,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager,TotalWorkingYears,TrainingTimesLastYear,NumCompaniesWorked,StockOptionLevel
1648,27,Male,Research & Development,Research Scientist,2,2580,3,4,3,4,3,3,2,No,No,Single,Travel_Frequently,4,2,2,6,0,2,0
1649,40,Male,Research & Development,Laboratory Technician,7,2166,3,1,3,1,3,2,1,Yes,Yes,Single,Travel_Rarely,4,2,3,10,3,3,0
1650,29,Male,Sales,Sales Executive,10,5869,3,3,2,3,3,3,3,No,No,Single,Travel_Rarely,5,2,4,8,2,9,0
1651,36,Female,Research & Development,Healthcare Representative,5,8008,4,2,3,1,3,3,3,No,No,Married,Travel_Rarely,3,2,2,9,6,4,2
1653,25,Male,Research & Development,Manufacturing Director,2,5206,1,4,4,3,3,3,3,No,No,Divorced,Travel_Frequently,7,7,7,7,6,1,2
1654,39,Male,Research & Development,Manufacturing Director,12,5295,3,4,3,2,4,3,3,No,No,Married,Travel_Rarely,5,4,0,7,3,4,0
1655,49,Female,Research & Development,Research Director,22,16413,4,1,3,2,3,2,3,No,No,Married,Travel_Rarely,4,2,2,27,2,3,2
1656,50,Female,Research & Development,Research Director,17,13269,5,4,2,1,3,3,3,No,No,Divorced,Travel_Rarely,14,11,11,19,3,5,3
1657,20,Female,Sales,Sales Representative,2,2783,3,3,3,3,3,1,3,No,No,Single,Travel_Rarely,2,2,2,2,3,1,0
1658,34,Female,Research & Development,Research Scientist,3,5433,3,4,3,2,3,3,3,No,No,Divorced,Travel_Rarely,11,8,9,11,2,1,1
1659,36,Male,Research & Development,Laboratory Technician,7,2013,3,1,3,2,3,3,3,No,No,Single,Travel_Rarely,4,3,3,15,4,2,0
1661,49,Female,Research & Development,Healthcare Representative,6,13966,1,3,2,3,3,2,3,No,Yes,Married,Travel_Rarely,15,11,12,30,3,2,1
1662,36,Female,Research & Development,Manufacturing Director,1,4374,4,4,2,3,3,3,3,No,No,Married,Non-Travel,3,2,2,4,6,0,0
1664,36,Male,Research & Development,Healthcare Representative,3,6842,2,4,4,1,4,1,3,No,No,Divorced,Travel_Rarely,5,4,4,13,3,6,1
1665,54,Female,Research & Development,Manager,22,17426,5,2,3,3,4,3,3,No,No,Married,Travel_Rarely,10,8,7,36,6,3,1
1666,43,Male,Research & Development,Research Director,15,17603,2,3,2,3,4,1,3,No,No,Married,Travel_Rarely,14,10,11,14,3,1,1
1667,35,Male,Sales,Sales Executive,12,4581,4,4,3,4,4,1,4,Yes,Yes,Single,Travel_Frequently,11,9,7,13,2,3,0
1668,38,Male,Research & Development,Research Scientist,1,4735,3,4,3,4,3,4,4,No,No,Married,Travel_Frequently,13,11,9,19,4,7,2
1669,29,Male,Sales,Sales Executive,5,4187,3,1,2,2,3,2,2,No,Yes,Divorced,Travel_Rarely,10,0,9,10,3,1,1
1670,33,Male,Sales,Sales Executive,2,5505,4,4,3,4,3,3,3,No,No,Divorced,Travel_Rarely,6,2,4,6,5,1,2
1671,32,Male,Research & Development,Research Scientist,2,5470,3,4,3,2,3,3,2,No,No,Divorced,Travel_Rarely,9,5,6,10,4,0,2
1673,31,Female,Sales,Sales Executive,5,5476,4,1,3,4,3,1,3,No,No,Married,Travel_Rarely,10,0,2,10,2,1,2
1674,49,Female,Research & Development,Laboratory Technician,16,2587,3,4,3,1,3,2,2,No,Yes,Divorced,Travel_Rarely,2,2,2,17,2,4,1
1675,38,Female,Research & Development,Laboratory Technician,2,2440,3,4,2,2,4,2,3,No,No,Single,Travel_Frequently,4,3,3,4,3,1,0
1676,47,Female,Sales,Manager,2,15972,4,2,4,2,3,3,3,No,No,Divorced,Travel_Rarely,3,2,2,29,2,6,3
1677,49,Male,Research & Development,Manager,1,15379,3,3,3,3,3,1,3,No,No,Single,Travel_Rarely,8,7,0,23,2,4,0
1678,41,Male,Sales,Sales Executive,23,7082,2,4,3,3,3,4,3,No,Yes,Single,Travel_Rarely,2,0,2,21,2,3,0
1680,20,Male,Sales,Sales Representative,9,2728,1,4,3,1,3,1,3,No,No,Single,Travel_Rarely,2,2,2,2,3,1,0
1681,33,Female,Sales,Sales Executive,16,5368,3,3,3,4,4,3,3,No,Yes,Divorced,Non-Travel,6,5,2,7,2,1,1
1682,36,Male,Research & Development,Healthcare Representative,26,5347,4,1,3,3,3,2,2,No,No,Married,Travel_Rarely,3,2,2,10,2,6,2
1683,44,Female,Human Resources,Human Resources,1,3195,3,3,3,4,3,1,3,No,Yes,Divorced,Travel_Rarely,2,2,2,8,2,4,3
1684,23,Male,Research & Development,Laboratory Technician,8,3989,1,4,2,3,3,1,3,Yes,Yes,Single,Travel_Rarely,5,4,2,5,2,1,0
1687,38,Female,Research & Development,Laboratory Technician,4,3306,2,4,3,3,3,4,2,No,No,Married,Travel_Rarely,0,0,0,7,5,7,1
1689,53,Male,Research & Development,Healthcare Representative,24,7005,4,2,4,4,3,3,3,No,No,Married,Travel_Rarely,4,3,2,11,2,3,0
1691,48,Female,Sales,Sales Representative,7,2655,2,4,3,3,3,3,3,Yes,Yes,Married,Travel_Frequently,9,7,7,19,3,2,2
1692,32,Male,Research & Development,Laboratory Technician,2,1393,4,4,3,2,3,1,3,Yes,No,Single,Travel_Rarely,1,0,0,1,2,1,0
1693,26,Male,Research & Development,Laboratory Technician,7,2570,3,4,3,4,4,3,3,No,No,Single,Non-Travel,7,7,7,7,5,1,0
1694,55,Male,Research & Development,Research Scientist,22,3537,3,1,2,2,3,4,3,No,No,Divorced,Travel_Rarely,4,2,2,8,1,5,1
1696,34,Male,Research & Development,Laboratory Technician,5,3986,2,2,2,4,3,3,4,No,No,Married,Travel_Rarely,15,10,13,15,3,1,1
1697,60,Male,Research & Development,Healthcare Representative,1,10883,4,3,1,4,4,3,4,No,No,Divorced,Travel_Rarely,1,0,0,19,2,3,1
1698,33,Male,Research & Development,Laboratory Technician,21,2028,3,2,4,2,3,4,3,No,No,Married,Travel_Rarely,14,11,13,14,6,1,3
1700,37,Male,Sales,Sales Executive,1,9525,4,3,1,4,3,3,2,No,No,Divorced,Travel_Frequently,6,3,3,6,2,1,2
1701,34,Female,Research & Development,Research Scientist,19,2929,3,2,2,4,3,2,3,No,No,Married,Travel_Rarely,10,9,7,10,3,1,0
1702,23,Male,Sales,Sales Representative,7,2275,3,3,3,4,4,2,3,Yes,Yes,Divorced,Travel_Rarely,3,2,2,3,2,1,1
1703,44,Female,Research & Development,Healthcare Representative,2,7879,3,3,4,4,3,2,3,No,Yes,Married,Travel_Rarely,8,7,7,9,2,1,1
1704,35,Male,Research & Development,Research Scientist,2,4930,4,1,2,4,3,3,4,No,Yes,Single,Travel_Frequently,5,4,4,6,2,0,0
1706,43,Male,Sales,Sales Executive,2,7847,3,4,3,4,3,1,3,No,Yes,Married,Travel_Rarely,10,9,8,10,3,1,1
1707,24,Male,Research & Development,Research Scientist,9,4401,3,3,4,3,3,4,3,No,No,Married,Travel_Rarely,5,3,4,5,1,1,1
1708,41,Male,Sales,Sales Executive,6,9241,3,4,3,3,3,2,3,No,No,Single,Travel_Rarely,10,8,7,10,3,1,0
1709,29,Female,Research & Development,Laboratory Technician,9,2974,4,4,3,3,3,3,3,No,No,Married,Travel_Rarely,5,3,2,9,2,9,1
1710,36,Female,Sales,Sales Representative,2,4502,4,3,3,4,3,3,2,No,No,Single,Travel_Rarely,13,7,7,17,2,3,0
1712,45,Male,Research & Development,Healthcare Representative,1,10748,1,3,2,3,4,4,2,No,No,Married,Non-Travel,23,15,4,25,3,3,1
1714,24,Male,Human Resources,Human Resources,22,1555,1,4,1,3,3,3,3,Yes,No,Married,Travel_Rarely,1,0,0,1,2,1,1
1716,47,Male,Sales,Sales Executive,9,12936,3,3,1,3,3,3,1,Yes,No,Married,Travel_Frequently,23,5,10,25,3,7,0
1718,26,Male,Research & Development,Laboratory Technician,17,2305,4,4,1,3,3,3,4,No,No,Married,Travel_Rarely,3,2,2,3,3,1,3
1719,45,Female,Research & Development,Research Director,28,16704,2,4,2,2,3,3,3,No,No,Single,Travel_Rarely,21,6,6,21,2,1,0
1720,32,Male,Research & Development,Research Scientist,10,3433,3,1,3,3,3,1,2,No,No,Married,Travel_Frequently,5,2,3,10,3,6,1
1721,31,Male,Research & Development,Laboratory Technician,2,3477,4,2,3,3,3,4,4,No,No,Married,Travel_Rarely,5,2,3,6,2,1,1
1722,41,Male,Human Resources,Human Resources,4,6430,3,3,1,2,3,2,3,No,No,Married,Non-Travel,3,2,2,10,4,6,1
1724,40,Female,Research & Development,Manufacturing Director,8,6516,2,2,3,1,3,2,3,No,Yes,Married,Travel_Rarely,1,0,0,18,3,2,1
1725,24,Male,Research & Development,Laboratory Technician,29,3907,1,2,3,1,3,2,4,No,No,Divorced,Travel_Rarely,6,2,2,6,2,1,3
1727,46,Male,Research & Development,Healthcare Representative,13,5562,4,3,3,2,3,4,3,No,No,Single,Travel_Rarely,10,7,9,19,3,6,0
1728,35,Male,Research & Development,Manufacturing Director,27,6883,4,4,3,3,3,2,3,No,No,Married,Travel_Rarely,7,7,7,17,3,2,1
1729,30,Male,Research & Development,Research Scientist,16,2862,1,2,3,4,3,2,2,No,No,Married,Travel_Rarely,10,0,8,10,2,1,1
1731,47,Male,Sales,Sales Executive,2,4978,4,3,3,2,3,4,1,No,No,Married,Non-Travel,1,0,0,4,3,7,1
1732,46,Male,Sales,Sales Executive,2,10368,3,3,3,4,3,2,2,No,Yes,Divorced,Travel_Rarely,10,6,3,13,5,4,1
1733,36,Male,Sales,Sales Executive,13,6134,5,2,2,1,3,2,3,Yes,Yes,Divorced,Travel_Rarely,2,2,2,16,3,5,3
1734,32,Male,Sales,Sales Executive,1,6735,2,1,1,2,3,2,3,Yes,No,Single,Travel_Rarely,0,0,0,10,2,6,0
1735,23,Female,Research & Development,Laboratory Technician,4,3295,1,3,3,2,3,3,1,No,No,Single,Travel_Rarely,3,2,2,3,3,1,0
1736,31,Female,Research & Development,Manufacturing Director,24,5238,1,4,3,4,4,4,2,No,No,Single,Travel_Frequently,5,4,4,9,3,2,0
1737,39,Male,Research & Development,Laboratory Technician,1,6472,3,4,3,4,3,4,3,No,Yes,Married,Non-Travel,9,8,8,9,2,1,1
1739,32,Male,Sales,Sales Executive,19,9610,3,4,1,3,3,3,1,No,No,Married,Travel_Rarely,4,3,2,10,2,3,1
1740,40,Male,Sales,Manager,7,19833,4,2,3,2,3,2,2,No,No,Single,Travel_Rarely,21,8,8,21,3,1,0
1744,45,Female,Human Resources,Human Resources,4,9756,3,3,1,3,4,3,4,No,No,Married,Travel_Rarely,5,0,3,9,2,4,2
1745,30,Female,Research & Development,Research Scientist,2,4968,4,4,2,1,3,4,3,No,No,Single,Travel_Frequently,9,7,7,10,2,0,0
1746,24,Male,Human Resources,Human Resources,10,2145,3,1,3,4,3,4,3,No,No,Married,Travel_Frequently,2,2,1,3,2,0,1
1747,30,Female,Human Resources,Human Resources,8,2180,3,3,2,4,3,3,2,Yes,No,Divorced,Travel_Frequently,4,2,2,6,0,6,1
1749,31,Male,Sales,Sales Executive,5,8346,3,1,3,3,3,3,3,No,No,Married,Travel_Rarely,5,2,2,6,3,1,1
1751,27,Female,Research & Development,Research Scientist,8,3445,3,3,3,4,3,3,2,No,No,Single,Travel_Rarely,6,2,4,6,5,1,0
1752,29,Female,Sales,Sales Representative,9,2760,3,2,1,2,3,3,3,Yes,No,Single,Travel_Rarely,2,2,2,2,3,1,0
1753,29,Male,Research & Development,Healthcare Representative,1,6294,3,4,4,3,3,4,4,No,Yes,Single,Travel_Frequently,3,2,2,10,5,8,0
1754,30,Male,Sales,Sales Executive,15,7140,2,3,2,1,3,1,3,No,No,Divorced,Travel_Rarely,7,7,7,12,2,2,1
1755,34,Male,Research & Development,Research Scientist,2,2932,4,4,4,4,3,1,3,No,Yes,Married,Travel_Rarely,5,0,2,6,3,0,3
1756,33,Female,Sales,Sales Executive,2,5147,3,4,3,2,3,4,2,No,No,Single,Non-Travel,11,7,7,13,2,8,0
1757,49,Female,Sales,Sales Executive,11,4507,4,4,3,4,3,3,4,No,No,Single,Travel_Rarely,5,1,4,8,1,3,0
1758,33,Female,Sales,Sales Executive,16,8564,3,1,3,1,4,3,2,Yes,Yes,Single,Travel_Rarely,0,0,0,11,2,2,0
1760,38,Female,Research & Development,Laboratory Technician,2,2468,2,3,2,2,3,2,2,No,No,Married,Travel_Frequently,6,1,5,9,4,4,1
1761,31,Male,Sales,Sales Executive,16,8161,4,1,3,3,3,1,3,Yes,No,Married,Travel_Rarely,1,0,0,10,2,2,3
1762,29,Female,Research & Development,Research Scientist,4,2109,3,4,2,1,3,3,3,No,No,Divorced,Travel_Rarely,1,0,0,1,2,1,1
1763,30,Male,Research & Development,Healthcare Representative,16,5294,3,3,4,3,3,3,3,No,No,Married,Travel_Rarely,7,0,7,10,3,3,1
1764,32,Male,Research & Development,Research Scientist,5,2718,4,2,3,2,3,2,3,No,No,Single,Non-Travel,7,7,7,12,3,2,0
1766,38,Male,Research & Development,Healthcare Representative,18,5811,3,2,1,4,3,3,3,No,Yes,Married,Travel_Rarely,1,0,0,15,2,3,1
1767,43,Male,Research & Development,Research Scientist,17,2437,3,3,2,3,3,4,3,Yes,Yes,Married,Travel_Frequently,1,0,0,6,4,9,1
1768,42,Male,Research & Development,Laboratory Technician,12,2766,3,2,3,2,4,2,2,No,No,Divorced,Travel_Rarely,5,3,4,7,6,8,3
1770,55,Male,Research & Development,Research Director,2,19038,3,3,2,1,3,2,3,No,No,Married,Travel_Rarely,1,0,0,34,2,8,3
1771,33,Male,Research & Development,Research Scientist,4,3055,3,4,3,2,3,4,2,No,No,Divorced,Non-Travel,9,8,7,11,2,5,2
1772,41,Male,Research & Development,Laboratory Technician,9,2289,4,3,3,1,4,2,3,No,No,Divorced,Travel_Rarely,5,3,4,5,2,1,2
1774,34,Male,Sales,Sales Executive,10,4001,3,4,3,3,3,3,3,No,Yes,Divorced,Non-Travel,15,14,7,15,3,1,1
1775,53,Female,Research & Development,Manufacturing Director,1,12965,4,1,2,3,4,4,2,No,Yes,Married,Non-Travel,3,2,2,27,2,4,3
1778,43,Male,Human Resources,Human Resources,2,3539,3,2,3,4,3,2,3,No,No,Single,Travel_Rarely,9,7,8,10,5,0,0
1779,34,Female,Sales,Sales Executive,3,6029,2,4,1,4,3,1,3,No,No,Single,Travel_Rarely,2,2,2,6,3,5,0
1780,21,Male,Sales,Sales Representative,7,2679,1,2,3,2,3,2,3,Yes,No,Single,Travel_Rarely,1,0,0,1,3,1,0
1782,38,Female,Research & Development,Laboratory Technician,6,3702,2,4,2,3,3,2,3,No,No,Married,Travel_Rarely,5,4,4,5,3,1,1
1783,22,Female,Research & Development,Laboratory Technician,8,2398,1,3,3,1,3,3,3,Yes,Yes,Married,Travel_Rarely,1,0,0,1,6,1,0
1784,31,Female,Sales,Sales Executive,29,5468,4,1,2,4,3,1,3,No,No,Married,Travel_Rarely,12,7,7,13,3,1,2
1786,51,Female,Research & Development,Manager,3,13116,3,1,3,3,3,4,3,No,No,Married,Travel_Rarely,2,2,2,15,2,2,0
1787,37,Male,Sales,Sales Executive,9,4189,2,2,2,2,3,1,3,No,No,Married,Travel_Rarely,5,2,3,5,2,1,2
1789,46,Male,Research & Development,Research Director,2,19328,4,3,3,4,3,3,3,No,Yes,Divorced,Travel_Rarely,2,1,2,24,3,7,1
1790,36,Male,Research & Development,Healthcare Representative,10,8321,3,4,3,1,3,4,3,No,Yes,Married,Travel_Rarely,12,8,7,15,1,7,1
1792,44,Male,Research & Development,Research Scientist,1,2342,2,3,3,2,3,3,2,Yes,Yes,Divorced,Travel_Frequently,5,3,3,6,2,1,3
1794,37,Male,Human Resources,Human Resources,8,4071,2,3,3,2,3,3,2,No,No,Divorced,Travel_Rarely,10,0,7,19,4,2,0
1797,35,Male,Sales,Sales Executive,27,5813,3,3,3,4,3,4,3,Yes,Yes,Single,Travel_Rarely,10,7,7,10,2,1,0
1798,33,Male,Research & Development,Research Scientist,8,3143,4,4,4,1,3,2,3,No,No,Married,Travel_Rarely,10,8,6,14,1,6,1
1799,28,Male,Research & Development,Research Scientist,1,2044,3,3,3,4,3,3,4,No,No,Married,Travel_Rarely,5,3,3,5,6,1,1
1800,39,Male,Research & Development,Research Director,10,13464,1,3,3,3,4,3,3,No,No,Single,Travel_Rarely,4,3,2,9,3,7,0
1801,46,Male,Sales,Sales Executive,26,7991,2,2,2,2,3,3,3,No,No,Single,Non-Travel,2,2,2,6,3,8,0
1802,40,Female,Research & Development,Laboratory Technician,2,3377,2,3,3,1,3,4,2,No,No,Married,Travel_Rarely,4,3,2,7,5,4,1
1803,42,Male,Research & Development,Healthcare Representative,13,5538,3,2,4,1,3,3,2,No,No,Married,Travel_Rarely,0,0,0,10,2,5,2
1804,35,Male,Research & Development,Manufacturing Director,2,5762,2,2,3,4,3,3,3,No,No,Divorced,Non-Travel,7,7,7,15,6,2,1
1805,38,Male,Human Resources,Human Resources,2,2592,3,1,3,2,3,4,3,No,No,Divorced,Non-Travel,11,10,8,13,3,5,3
1807,34,Male,Research & Development,Laboratory Technician,9,5346,4,4,3,1,3,3,2,Yes,No,Married,Travel_Frequently,7,1,7,11,3,4,1
1809,37,Male,Research & Development,Manufacturing Director,10,4213,4,4,3,1,3,2,1,Yes,No,Single,Travel_Rarely,10,3,8,10,4,1,0
1812,39,Male,Sales,Sales Executive,20,4127,3,3,3,4,3,4,3,No,No,Divorced,Travel_Frequently,2,1,2,7,6,2,1
1813,43,Male,Research & Development,Research Scientist,9,2438,3,1,3,3,3,3,2,No,No,Single,Non-Travel,3,2,2,7,2,4,0
1814,41,Male,Research & Development,Healthcare Representative,5,6870,3,2,4,2,3,1,1,No,No,Single,Travel_Rarely,3,2,2,11,3,3,0
1815,41,Female,Sales,Sales Executive,4,10447,1,3,3,3,3,4,4,No,Yes,Divorced,Travel_Rarely,22,14,5,23,3,0,1
1816,30,Female,Research & Development,Manufacturing Director,10,9667,3,1,3,3,3,2,3,No,No,Single,Travel_Rarely,7,7,2,9,3,9,0
1818,26,Female,Human Resources,Human Resources,20,2148,2,4,3,2,3,3,3,Yes,Yes,Married,Travel_Rarely,5,1,4,6,3,0,0
1821,46,Female,Research & Development,Healthcare Representative,21,8926,2,4,3,2,4,4,4,Yes,No,Married,Travel_Rarely,9,7,7,13,2,4,1
1822,40,Female,Research & Development,Healthcare Representative,1,6513,3,3,3,4,3,4,3,No,No,Divorced,Travel_Rarely,5,3,3,12,3,4,1
1823,34,Male,Sales,Sales Executive,8,6799,2,2,4,3,4,3,3,No,No,Married,Travel_Rarely,10,8,8,10,5,1,2
1824,58,Male,Sales,Manager,2,16291,3,2,3,2,4,4,2,No,No,Divorced,Non-Travel,16,9,14,37,0,4,1
1826,35,Male,Research & Development,Laboratory Technician,23,2705,4,2,1,3,3,2,4,No,No,Married,Travel_Rarely,5,4,3,6,2,0,1
1827,47,Female,Research & Development,Manufacturing Director,4,10333,3,3,2,2,3,3,3,No,Yes,Divorced,Travel_Rarely,22,11,10,28,4,8,1
1829,40,Female,Research & Development,Healthcare Representative,12,4448,3,2,3,1,3,2,3,No,No,Divorced,Travel_Rarely,7,4,7,15,3,2,1
1830,54,Female,Research & Development,Research Scientist,7,6854,4,4,3,4,3,2,2,No,No,Married,Travel_Rarely,7,1,7,14,2,4,1
1833,31,Female,Sales,Sales Executive,7,9637,4,1,3,1,3,4,3,No,No,Married,Travel_Frequently,3,2,2,9,3,2,2
1834,28,Female,Research & Development,Research Scientist,1,3591,3,3,3,1,4,3,3,No,No,Married,Travel_Rarely,3,2,2,3,3,1,1
1835,38,Female,Sales,Sales Representative,2,5405,4,2,1,4,4,1,2,No,Yes,Married,Travel_Rarely,4,2,3,20,4,2,2
1836,26,Male,Sales,Sales Executive,10,4684,3,3,3,4,3,1,3,No,No,Single,Travel_Rarely,5,3,2,5,4,1,0
1837,58,Male,Research & Development,Research Director,15,15787,4,1,3,3,3,2,3,No,Yes,Married,Travel_Frequently,2,2,2,23,3,2,0
1839,18,Female,Research & Development,Research Scientist,14,1514,3,2,3,3,3,3,1,No,No,Single,Non-Travel,0,0,0,0,4,1,0
1842,31,Male,Human Resources,Human Resources,18,2956,5,4,4,1,3,3,3,Yes,No,Married,Travel_Rarely,1,0,0,2,4,0,0
1844,29,Male,Human Resources,Human Resources,13,2335,3,1,2,1,3,4,3,Yes,Yes,Divorced,Travel_Rarely,2,2,0,4,3,4,3
1845,45,Female,Sales,Sales Executive,2,5154,4,3,3,3,4,2,4,No,No,Married,Non-Travel,8,7,7,10,3,4,2
1847,36,Female,Research & Development,Research Scientist,2,6962,4,4,3,2,4,4,3,No,Yes,Married,Travel_Rarely,1,0,0,15,2,4,1
1849,43,Male,Sales,Sales Executive,2,5675,4,1,3,4,4,3,3,No,No,Married,Travel_Frequently,7,7,7,7,5,1,1
1850,27,Female,Research & Development,Laboratory Technician,5,2379,2,4,3,4,3,3,2,No,Yes,Single,Travel_Frequently,5,4,2,6,3,0,0
1852,29,Male,Research & Development,Laboratory Technician,20,3812,1,4,3,4,3,2,4,No,No,Married,Travel_Frequently,11,8,10,11,3,1,0
1853,32,Male,Sales,Sales Executive,10,4648,4,4,3,4,3,3,4,No,No,Single,Travel_Frequently,0,0,0,4,2,8,0
1854,42,Male,Research & Development,Research Scientist,10,2936,4,3,3,3,4,2,2,No,No,Married,Non-Travel,6,3,3,10,1,3,2
1856,47,Female,Research & Development,Laboratory Technician,9,2105,4,2,3,3,3,3,3,No,No,Single,Travel_Rarely,2,2,0,7,2,4,0
1857,46,Male,Research & Development,Manufacturing Director,2,8578,2,4,3,4,3,3,2,No,No,Divorced,Travel_Rarely,9,8,7,12,4,3,1
1858,28,Male,Human Resources,Human Resources,1,2706,2,3,3,4,3,2,3,No,No,Divorced,Non-Travel,3,2,2,3,2,1,1
1859,29,Male,Research & Development,Healthcare Representative,29,6384,1,4,1,3,3,4,3,No,No,Divorced,Travel_Rarely,7,0,6,11,3,8,2
1860,42,Male,Research & Development,Laboratory Technician,8,3968,3,4,3,3,3,4,3,No,No,Single,Travel_Rarely,0,0,0,8,3,4,0
1862,32,Male,Sales,Sales Executive,2,9907,4,3,2,2,3,3,2,Yes,Yes,Single,Travel_Rarely,2,2,2,7,3,7,0
1863,46,Female,Sales,Sales Executive,3,13225,3,1,4,1,3,4,3,No,No,Divorced,Travel_Rarely,19,17,8,25,5,2,1
1864,27,Female,Sales,Sales Representative,23,3540,1,2,2,3,4,4,3,No,No,Married,Travel_Rarely,9,8,8,9,5,1,1
1865,29,Male,Human Resources,Human Resources,6,2804,1,4,2,2,3,4,3,No,No,Married,Travel_Rarely,1,0,0,1,3,1,0
1866,43,Female,Research & Development,Manager,6,19392,3,1,2,3,3,4,3,No,No,Married,Travel_Rarely,16,12,14,21,2,7,0
1867,48,Male,Research & Development,Research Director,10,19665,3,4,2,2,3,4,3,No,No,Married,Travel_Rarely,22,10,9,29,3,4,0
1868,29,Male,Research & Development,Research Scientist,24,2439,2,4,2,4,4,2,2,Yes,Yes,Single,Travel_Frequently,1,0,0,1,3,1,0
1869,46,Female,Sales,Sales Executive,10,7314,3,3,3,2,4,3,3,Yes,No,Married,Travel_Rarely,8,7,7,14,2,5,3
1870,27,Female,Research & Development,Research Scientist,15,4774,3,4,2,1,3,4,2,No,No,Married,Travel_Frequently,7,6,3,8,2,0,1
1871,39,Male,Research & Development,Research Scientist,19,3902,4,4,3,4,3,2,3,No,No,Divorced,Travel_Rarely,2,2,2,7,2,8,3
1873,55,Male,Research & Development,Research Scientist,2,2662,4,2,2,4,4,2,4,No,No,Married,Travel_Rarely,5,2,4,19,2,8,1
1875,28,Female,Sales,Sales Representative,3,2856,3,2,3,2,3,4,3,No,No,Married,Travel_Rarely,1,0,0,1,3,1,1
1876,30,Male,Sales,Sales Representative,9,1081,3,2,3,4,3,3,2,Yes,No,Single,Travel_Rarely,1,0,0,1,3,1,0
1878,22,Male,Research & Development,Research Scientist,7,2472,1,4,3,2,4,1,3,Yes,Yes,Single,Travel_Rarely,1,0,0,1,2,1,0
1880,36,Female,Sales,Sales Executive,10,5673,4,2,2,3,3,1,3,No,Yes,Married,Travel_Rarely,10,9,7,10,4,1,1
1881,31,Male,Research & Development,Laboratory Technician,20,4197,3,2,3,3,3,1,3,No,No,Divorced,Travel_Rarely,10,8,2,10,2,1,1
1882,34,Male,Sales,Sales Executive,4,9713,3,3,3,4,3,4,3,No,Yes,Married,Travel_Rarely,5,3,0,9,3,2,3
1883,29,Male,Research & Development,Laboratory Technician,7,2062,3,4,3,1,3,2,3,No,No,Single,Travel_Rarely,3,2,2,11,2,3,0
1885,37,Male,Research & Development,Research Scientist,7,4284,4,4,3,1,4,3,3,No,Yes,Married,Travel_Rarely,5,3,4,16,2,5,1
1886,35,Female,Research & Development,Manufacturing Director,16,4788,2,4,2,2,3,4,3,No,Yes,Married,Travel_Rarely,3,2,2,4,2,0,0
1888,45,Female,Research & Development,Manufacturing Director,25,5906,2,2,2,4,3,4,2,No,No,Married,Travel_Rarely,9,8,8,10,2,0,2
1890,36,Male,Human Resources,Human Resources,2,3886,1,2,2,4,4,4,2,No,No,Single,Travel_Frequently,10,1,8,10,2,1,0
1892,40,Male,Research & Development,Manager,1,16823,4,1,3,1,3,1,3,No,No,Divorced,Travel_Rarely,19,7,16,22,3,2,1
1893,26,Female,Research & Development,Research Scientist,1,2933,2,2,2,3,3,3,2,No,Yes,Married,Travel_Rarely,1,0,0,1,3,1,1
1898,27,Female,Sales,Sales Executive,2,6500,2,1,4,3,3,2,2,No,No,Single,Travel_Rarely,8,7,7,9,5,0,0
1900,48,Female,Research & Development,Manager,22,17174,3,4,3,4,3,2,3,No,No,Divorced,Travel_Frequently,22,17,7,24,3,3,1
1903,44,Male,Research & Development,Healthcare Representative,1,5033,4,2,4,1,3,4,3,No,No,Married,Travel_Rarely,2,0,2,10,5,2,1
1905,34,Male,Research & Development,Research Scientist,16,2307,4,4,1,1,4,2,3,Yes,Yes,Married,Non-Travel,5,2,0,5,2,1,1
1907,56,Male,Research & Development,Laboratory Technician,24,2587,2,1,3,4,3,4,3,Yes,No,Single,Travel_Rarely,4,2,0,5,3,1,0
1908,36,Male,Sales,Sales Executive,17,5507,2,3,2,2,3,3,1,No,No,Married,Travel_Rarely,4,2,3,12,1,2,2
1909,41,Female,Sales,Sales Executive,8,4393,3,3,3,2,4,3,3,No,No,Married,Travel_Rarely,5,4,4,14,3,5,1
1911,42,Male,Research & Development,Research Director,6,13348,3,3,3,1,3,2,4,No,No,Married,Travel_Rarely,13,7,7,18,3,9,1
1912,31,Female,Sales,Sales Executive,10,6583,2,3,3,4,3,4,3,No,Yes,Divorced,Travel_Rarely,5,2,4,8,2,2,1
1915,34,Female,Sales,Sales Executive,3,8103,1,4,2,4,3,3,2,No,Yes,Married,Travel_Rarely,4,2,1,9,3,3,0
1916,31,Female,Research & Development,Laboratory Technician,4,3978,3,1,4,3,3,2,2,No,No,Divorced,Travel_Rarely,2,2,2,4,0,8,1
1918,26,Male,Research & Development,Laboratory Technician,6,2544,3,3,4,4,3,1,3,No,No,Married,Travel_Frequently,7,7,7,8,3,0,1
1922,45,Male,Research & Development,Healthcare Representative,1,5399,4,2,3,3,3,3,3,No,No,Single,Travel_Frequently,4,2,3,12,3,4,0
1924,33,Male,Sales,Sales Executive,10,5487,4,2,3,3,3,2,2,No,No,Single,Travel_Rarely,10,4,9,10,2,1,0
